profile,run_id,itnum,ncpu,ngpu,function,time_ms
profile,12846559,1,2,1,calcMMt,11189.019
profile,12846558,4,8,1,find_qtl,29775.78
profile,12846558,4,8,1,constructX,4656.644
profile,12846558,4,8,1,calc_extBIC,1810.997
profile,12846558,4,8,1,calcVC,997.342
profile,12846558,3,8,1,find_qtl,30032.313
profile,12846558,3,8,1,constructX,4675.839
profile,12846558,3,8,1,calc_extBIC,1790.632
profile,12846558,3,8,1,calcVC,1042.074
profile,12846558,2,8,1,find_qtl,30533.599
profile,12846558,2,8,1,constructX,4819.243
profile,12846558,2,8,1,calc_extBIC,1912.177
profile,12846558,2,8,1,calcVC,1188.962
profile,12846558,1,8,1,invMMt,175.432
profile,12846558,1,8,1,find_qtl,31771.314
profile,12846558,1,8,1,constructX,0.098
profile,12846558,1,8,1,calc_extBIC,1901.174
profile,12846558,1,8,1,calcVC,1435.159
profile,12846558,1,8,1,calcMMt,9992.431
profile,12846557,4,1,1,find_qtl,38110.953
profile,12846557,4,1,1,constructX,5758.29
profile,12846557,4,1,1,calc_extBIC,3195.969
profile,12846557,4,1,1,calcVC,1753.608
profile,12846557,3,1,1,find_qtl,38461.851
profile,12846557,3,1,1,constructX,5796.199
profile,12846557,3,1,1,calc_extBIC,3199.488
profile,12846557,3,1,1,calcVC,1771.546
profile,12846557,2,1,1,find_qtl,38727.158
profile,12846557,2,1,1,constructX,5956.983
profile,12846557,2,1,1,calc_extBIC,3337.324
profile,12846557,2,1,1,calcVC,1921.411
profile,12846557,1,1,1,invMMt,328.659
profile,12846557,1,1,1,find_qtl,39936.392
profile,12846557,1,1,1,constructX,0.095
profile,12846557,1,1,1,calc_extBIC,3317.088
profile,12846557,1,1,1,calcVC,2111.5
profile,12846557,1,1,1,calcMMt,11434.704
profile,12846556,4,4,1,find_qtl,33945.63
profile,12846556,4,4,1,constructX,5404.853
profile,12846556,4,4,1,calc_extBIC,2023.767
profile,12846556,4,4,1,calcVC,1148.898
profile,12846556,3,4,1,find_qtl,34519.045
profile,12846556,3,4,1,constructX,5419.423
profile,12846556,3,4,1,calc_extBIC,2013.642
profile,12846556,3,4,1,calcVC,1162.678
profile,12846556,2,4,1,find_qtl,34576.121
profile,12846556,2,4,1,constructX,5601.952
profile,12846556,2,4,1,calc_extBIC,2166.77
profile,12846556,2,4,1,calcVC,1345.044
profile,12846556,1,4,1,invMMt,228.862
profile,12846556,1,4,1,find_qtl,36789.212
profile,12846556,1,4,1,constructX,0.09
profile,12846556,1,4,1,calc_extBIC,2136.539
profile,12846556,1,4,1,calcVC,1652.017
profile,12846556,1,4,1,calcMMt,10885.431
profile,12846555,4,2,1,find_qtl,30879.159
profile,12846555,4,2,1,constructX,4755.182
profile,12846555,4,2,1,calc_extBIC,2270.722
profile,12846555,4,2,1,calcVC,1238.319
profile,12846555,3,2,1,find_qtl,30645.598
profile,12846555,3,2,1,constructX,4563.185
profile,12846555,3,2,1,calc_extBIC,2240.386
profile,12846555,3,2,1,calcVC,1266.722
profile,12846555,2,2,1,find_qtl,31444.492
profile,12846555,2,2,1,constructX,4602.47
profile,12846555,2,2,1,calc_extBIC,2332.133
profile,12846555,2,2,1,calcVC,1451.072
profile,12846555,1,2,1,invMMt,229.504
profile,12846555,1,2,1,find_qtl,31951.666
profile,12846555,1,2,1,constructX,0.084
profile,12846555,1,2,1,calc_extBIC,2347.205
profile,12846555,1,2,1,calcVC,1624.309
profile,12846555,1,2,1,calcMMt,10301.069
profile,12846554,4,1,1,find_qtl,32581.736
profile,12846554,4,1,1,constructX,4476.106
profile,12846554,4,1,1,calc_extBIC,3069.226
profile,12846554,4,1,1,calcVC,1661.78
profile,12846554,3,1,1,find_qtl,32224.831
profile,12846554,3,1,1,constructX,4530.288
profile,12846554,3,1,1,calc_extBIC,3048.829
profile,12846554,3,1,1,calcVC,1669.847
profile,12846554,2,1,1,find_qtl,32298.897
profile,12846554,2,1,1,constructX,4654.493
profile,12846554,2,1,1,calc_extBIC,3206.696
profile,12846554,2,1,1,calcVC,1880.82
profile,12846554,1,1,1,invMMt,316.861
profile,12846554,1,1,1,find_qtl,34216.452
profile,12846554,1,1,1,constructX,0.08
profile,12846554,1,1,1,calc_extBIC,3163.573
profile,12846554,1,1,1,calcVC,2103.34
profile,12846554,1,1,1,calcMMt,10114.23
profile,12846549,4,28,0,find_qtl,26870.272
profile,12846549,4,28,0,constructX,4647.737
profile,12846549,4,28,0,calc_extBIC,1641.357
profile,12846549,4,28,0,calcVC,907.677
profile,12846549,3,28,0,find_qtl,26515.913
profile,12846549,3,28,0,constructX,4645.039
profile,12846549,3,28,0,calc_extBIC,1600.793
profile,12846549,3,28,0,calcVC,919.777
profile,12846549,2,28,0,find_qtl,26551.984
profile,12846549,2,28,0,constructX,4650.484
profile,12846549,2,28,0,calc_extBIC,1708.099
profile,12846549,2,28,0,calcVC,1049.528
profile,12846549,1,28,0,invMMt,151.424
profile,12846549,1,28,0,find_qtl,26581.56
profile,12846549,1,28,0,constructX,0.078
profile,12846549,1,28,0,calc_extBIC,1638.692
profile,12846549,1,28,0,calcVC,1795.129
profile,12846549,1,28,0,calcMMt,9248.434
profile,12846548,4,21,0,find_qtl,27464.16
profile,12846548,4,21,0,constructX,4604.49
profile,12846548,4,21,0,calc_extBIC,1643.619
profile,12846548,4,21,0,calcVC,900.814
profile,12846548,3,21,0,find_qtl,27711.674
profile,12846548,3,21,0,constructX,4602.854
profile,12846548,3,21,0,calc_extBIC,1597.563
profile,12846548,3,21,0,calcVC,909.273
profile,12846548,2,21,0,find_qtl,27569.921
profile,12846548,2,21,0,constructX,4612.598
profile,12846548,2,21,0,calc_extBIC,1711.498
profile,12846548,2,21,0,calcVC,1073.611
profile,12846548,1,21,0,invMMt,190.333
profile,12846548,1,21,0,find_qtl,27602.43
profile,12846548,1,21,0,constructX,0.09
profile,12846548,1,21,0,calc_extBIC,1708.822
profile,12846548,1,21,0,calcVC,1786.718
